projectid,projectstateid,clientid,providerid,disciplineid,tierid,projectname,projectgoals,projectdescription,uploadlocation,attributesknowledge,startbydatetime,deadlinedatetime,minyears,maxyears,interactionfrequency,filterbyindustry,budgetcurrency,budget,hours,effectivehourlyrate,advertisementdatetime,createddate,updateddate,deleteddate,qualityofwork,timeliness,responsiveness,professionalism,likeability,knowledge,attentiontodetail
216,2,3,14,1,2,,,,,,,2014-Apr-23 00:00:00 +0000,,,,,,,,,,,,,4,4,8,7,9,9,7
217,2,16,14,1,2,,,,,,,2014-Jun-07 00:00:00 +0000,,,,,,,,,,,,,8,6,8,5,7,9,9
218,2,11,14,1,2,,,,,,,2014-Aug-07 00:00:00 +0000,,,,,,,,,,,,,4,6,4,4,7,5,5
219,2,4,14,1,2,,,,,,,2014-Jun-03 00:00:00 +0000,,,,,,,,,,,,,9,7,8,4,7,9,8
220,2,3,14,1,2,,,,,,,2014-Feb-12 00:00:00 +0000,,,,,,,,,,,,,7,9,7,7,9,4,9
221,2,17,14,1,2,,,,,,,2014-Feb-16 00:00:00 +0000,,,,,,,,,,,,,8,7,6,6,4,4,5
222,2,10,15,1,2,,,,,,,2014-Jan-14 00:00:00 +0000,,,,,,,,,,,,,4,4,5,4,8,4,5
223,2,17,15,1,2,,,,,,,2014-Jul-16 00:00:00 +0000,,,,,,,,,,,,,5,9,7,6,8,6,8
224,2,7,15,1,2,,,,,,,2014-Feb-14 00:00:00 +0000,,,,,,,,,,,,,4,6,7,8,7,4,5
225,2,18,15,1,2,,,,,,,2014-Jan-09 00:00:00 +0000,,,,,,,,,,,,,6,4,8,9,5,5,8
226,2,14,15,1,2,,,,,,,2014-Jun-14 00:00:00 +0000,,,,,,,,,,,,,6,7,5,7,7,7,6
227,2,4,15,1,2,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,7,4,9,4,9,9,5
228,2,3,15,1,2,,,,,,,2014-Aug-05 00:00:00 +0000,,,,,,,,,,,,,4,7,8,4,6,7,9
229,2,15,15,1,2,,,,,,,2014-Mar-22 00:00:00 +0000,,,,,,,,,,,,,8,8,6,4,4,8,4
230,2,5,15,1,2,,,,,,,2014-Jul-17 00:00:00 +0000,,,,,,,,,,,,,8,8,9,4,7,8,8
231,2,11,15,1,2,,,,,,,2014-May-17 00:00:00 +0000,,,,,,,,,,,,,4,9,8,4,9,7,9
232,2,2,15,1,2,,,,,,,2014-Feb-07 00:00:00 +0000,,,,,,,,,,,,,6,8,6,5,4,7,7
233,2,17,15,1,2,,,,,,,2014-Jan-11 00:00:00 +0000,,,,,,,,,,,,,9,9,6,4,9,7,5
234,2,5,15,1,2,,,,,,,2014-Jun-08 00:00:00 +0000,,,,,,,,,,,,,7,5,7,8,6,7,6
235,2,16,15,1,2,,,,,,,2014-Jun-26 00:00:00 +0000,,,,,,,,,,,,,7,8,4,7,7,5,9
236,2,12,15,1,2,,,,,,,2014-Jan-07 00:00:00 +0000,,,,,,,,,,,,,4,5,6,5,6,4,7
237,2,19,15,1,2,,,,,,,2014-Feb-18 00:00:00 +0000,,,,,,,,,,,,,4,4,5,9,4,4,7
238,2,10,15,1,2,,,,,,,2014-Jun-12 00:00:00 +0000,,,,,,,,,,,,,4,6,4,6,9,5,6
239,2,14,15,1,2,,,,,,,2014-Aug-10 00:00:00 +0000,,,,,,,,,,,,,7,5,9,8,6,4,6
240,2,19,15,1,2,,,,,,,2014-Jul-13 00:00:00 +0000,,,,,,,,,,,,,9,4,8,6,4,7,8
241,2,8,15,1,2,,,,,,,2014-Aug-09 00:00:00 +0000,,,,,,,,,,,,,5,4,7,4,7,8,5
242,2,19,16,1,2,,,,,,,2014-Mar-09 00:00:00 +0000,,,,,,,,,,,,,6,9,5,4,4,7,8
243,2,7,16,1,2,,,,,,,2014-May-12 00:00:00 +0000,,,,,,,,,,,,,4,5,5,5,8,6,4
244,2,14,16,1,2,,,,,,,2014-Aug-28 00:00:00 +0000,,,,,,,,,,,,,7,9,8,5,6,7,4
245,2,10,16,1,2,,,,,,,2014-Aug-11 00:00:00 +0000,,,,,,,,,,,,,7,5,6,5,8,7,4
246,2,3,16,1,2,,,,,,,2014-Jun-26 00:00:00 +0000,,,,,,,,,,,,,4,7,7,7,4,9,7
247,2,18,16,1,2,,,,,,,2014-Mar-30 00:00:00 +0000,,,,,,,,,,,,,9,5,4,7,7,4,4
248,2,8,16,1,2,,,,,,,2014-Jun-30 00:00:00 +0000,,,,,,,,,,,,,8,9,9,8,5,6,5
249,2,10,16,1,2,,,,,,,2014-Feb-03 00:00:00 +0000,,,,,,,,,,,,,5,5,8,7,5,6,7
250,2,15,16,1,2,,,,,,,2014-Apr-30 00:00:00 +0000,,,,,,,,,,,,,4,7,6,6,9,4,6
251,2,12,16,1,2,,,,,,,2014-Aug-08 00:00:00 +0000,,,,,,,,,,,,,6,4,9,6,8,7,9
252,2,19,16,1,2,,,,,,,2014-May-01 00:00:00 +0000,,,,,,,,,,,,,6,9,7,7,7,8,5
253,2,18,16,1,2,,,,,,,2014-Mar-28 00:00:00 +0000,,,,,,,,,,,,,7,6,6,4,4,8,8
254,2,3,16,1,2,,,,,,,2014-Aug-07 00:00:00 +0000,,,,,,,,,,,,,4,6,7,4,6,6,9
255,2,11,16,1,2,,,,,,,2014-Jun-23 00:00:00 +0000,,,,,,,,,,,,,7,4,6,7,8,5,4
256,2,16,16,1,2,,,,,,,2014-Feb-09 00:00:00 +0000,,,,,,,,,,,,,6,6,6,8,6,6,8
257,2,18,16,1,2,,,,,,,2014-May-09 00:00:00 +0000,,,,,,,,,,,,,9,9,4,8,6,8,4
258,2,8,16,1,2,,,,,,,2014-Jun-10 00:00:00 +0000,,,,,,,,,,,,,8,8,9,8,9,5,7
259,2,11,16,1,2,,,,,,,2014-May-26 00:00:00 +0000,,,,,,,,,,,,,5,7,5,9,8,6,6
260,2,17,16,1,2,,,,,,,2014-Jun-07 00:00:00 +0000,,,,,,,,,,,,,6,6,6,5,6,4,8
261,2,6,16,1,2,,,,,,,2014-Jan-05 00:00:00 +0000,,,,,,,,,,,,,7,4,7,5,9,5,6
262,2,8,17,1,2,,,,,,,2014-May-14 00:00:00 +0000,,,,,,,,,,,,,6,4,4,9,7,8,7
263,2,16,17,1,2,,,,,,,2014-Apr-15 00:00:00 +0000,,,,,,,,,,,,,4,4,7,4,4,9,4
264,2,19,17,1,2,,,,,,,2014-Jun-16 00:00:00 +0000,,,,,,,,,,,,,4,7,5,6,7,4,5
265,2,10,17,1,2,,,,,,,2014-Jun-13 00:00:00 +0000,,,,,,,,,,,,,5,4,6,8,4,7,7
266,2,10,17,1,2,,,,,,,2014-Feb-20 00:00:00 +0000,,,,,,,,,,,,,9,8,7,5,8,6,8
267,2,17,17,1,2,,,,,,,2014-Jul-25 00:00:00 +0000,,,,,,,,,,,,,8,5,5,7,6,7,5
268,2,15,17,1,2,,,,,,,2014-Jun-09 00:00:00 +0000,,,,,,,,,,,,,4,4,8,9,8,5,5
269,2,5,17,1,2,,,,,,,2014-Jun-19 00:00:00 +0000,,,,,,,,,,,,,8,4,9,7,9,8,7
270,2,3,17,1,2,,,,,,,2014-Aug-29 00:00:00 +0000,,,,,,,,,,,,,7,8,9,7,7,8,7
271,2,7,17,1,2,,,,,,,2014-Jun-18 00:00:00 +0000,,,,,,,,,,,,,8,7,6,6,6,5,4
272,2,11,17,1,2,,,,,,,2014-Apr-16 00:00:00 +0000,,,,,,,,,,,,,9,5,8,6,4,7,5
273,2,10,17,1,2,,,,,,,2014-Jul-04 00:00:00 +0000,,,,,,,,,,,,,9,6,6,8,5,4,4
274,2,8,17,1,2,,,,,,,2014-May-26 00:00:00 +0000,,,,,,,,,,,,,4,7,4,4,7,5,5
275,2,3,17,1,2,,,,,,,2014-Aug-19 00:00:00 +0000,,,,,,,,,,,,,4,9,4,9,7,4,7
276,2,12,17,1,2,,,,,,,2014-Apr-03 00:00:00 +0000,,,,,,,,,,,,,6,4,4,7,8,7,8
277,2,4,17,1,2,,,,,,,2014-Apr-23 00:00:00 +0000,,,,,,,,,,,,,5,6,4,4,8,4,5
278,2,9,17,1,2,,,,,,,2014-Jan-10 00:00:00 +0000,,,,,,,,,,,,,8,8,7,4,7,8,7
279,2,20,17,1,2,,,,,,,2014-Feb-01 00:00:00 +0000,,,,,,,,,,,,,5,4,6,5,4,5,5
280,2,14,17,1,2,,,,,,,2014-Apr-13 00:00:00 +0000,,,,,,,,,,,,,9,4,5,8,4,8,8
281,2,15,17,1,2,,,,,,,2014-Apr-16 00:00:00 +0000,,,,,,,,,,,,,5,7,5,4,7,6,4
282,2,16,18,1,2,,,,,,,2014-Apr-19 00:00:00 +0000,,,,,,,,,,,,,5,4,6,5,7,5,9
283,2,9,18,1,2,,,,,,,2014-May-22 00:00:00 +0000,,,,,,,,,,,,,7,8,5,4,6,8,6
284,2,12,18,1,2,,,,,,,2014-Jul-14 00:00:00 +0000,,,,,,,,,,,,,4,8,8,4,9,5,8
285,2,6,18,1,2,,,,,,,2014-Jan-21 00:00:00 +0000,,,,,,,,,,,,,8,5,8,4,7,4,9
286,2,16,18,1,2,,,,,,,2014-Jun-03 00:00:00 +0000,,,,,,,,,,,,,8,9,7,6,8,4,8
287,2,3,18,1,2,,,,,,,2014-Aug-01 00:00:00 +0000,,,,,,,,,,,,,5,5,4,6,8,7,4
288,2,5,18,1,2,,,,,,,2014-Jun-11 00:00:00 +0000,,,,,,,,,,,,,7,6,6,8,7,8,5
289,2,18,18,1,2,,,,,,,2014-Jan-30 00:00:00 +0000,,,,,,,,,,,,,6,6,8,8,5,8,4
290,2,5,18,1,2,,,,,,,2014-Jun-13 00:00:00 +0000,,,,,,,,,,,,,7,8,5,4,4,4,6
291,2,14,18,1,2,,,,,,,2014-May-31 00:00:00 +0000,,,,,,,,,,,,,5,5,4,8,7,6,8
292,2,9,18,1,2,,,,,,,2014-Jul-21 00:00:00 +0000,,,,,,,,,,,,,4,7,9,6,9,4,7
293,2,16,18,1,2,,,,,,,2014-Aug-24 00:00:00 +0000,,,,,,,,,,,,,5,4,6,5,9,7,8
294,2,15,18,1,2,,,,,,,2014-Jun-07 00:00:00 +0000,,,,,,,,,,,,,5,9,8,6,8,7,6
295,2,17,18,1,2,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,4,9,8,5,7,8,6
296,2,6,18,1,2,,,,,,,2014-May-07 00:00:00 +0000,,,,,,,,,,,,,8,7,9,7,7,9,5
297,2,19,18,1,2,,,,,,,2014-May-11 00:00:00 +0000,,,,,,,,,,,,,8,7,4,6,7,9,6
298,2,19,18,1,2,,,,,,,2014-Jan-05 00:00:00 +0000,,,,,,,,,,,,,4,7,5,4,5,6,4
299,2,2,18,1,2,,,,,,,2014-Aug-22 00:00:00 +0000,,,,,,,,,,,,,7,7,5,8,8,7,4
300,2,14,18,1,2,,,,,,,2014-Jan-05 00:00:00 +0000,,,,,,,,,,,,,9,6,4,8,5,4,5
301,2,11,18,1,2,,,,,,,2014-Feb-25 00:00:00 +0000,,,,,,,,,,,,,4,5,8,9,5,7,4
302,2,5,19,1,2,,,,,,,2014-Apr-06 00:00:00 +0000,,,,,,,,,,,,,4,4,6,8,5,6,7
303,2,19,19,1,2,,,,,,,2014-May-26 00:00:00 +0000,,,,,,,,,,,,,8,8,5,9,8,4,7
304,2,17,19,1,2,,,,,,,2014-May-28 00:00:00 +0000,,,,,,,,,,,,,7,9,6,4,7,7,7
305,2,11,19,1,2,,,,,,,2014-Feb-22 00:00:00 +0000,,,,,,,,,,,,,7,8,7,9,4,5,6
306,2,20,19,1,2,,,,,,,2014-Jun-09 00:00:00 +0000,,,,,,,,,,,,,8,7,7,7,5,4,4
307,2,6,19,1,2,,,,,,,2014-May-10 00:00:00 +0000,,,,,,,,,,,,,8,9,5,9,5,5,5
308,2,18,19,1,2,,,,,,,2014-Apr-14 00:00:00 +0000,,,,,,,,,,,,,5,9,9,8,4,9,7
309,2,5,19,1,2,,,,,,,2014-Feb-27 00:00:00 +0000,,,,,,,,,,,,,4,9,8,4,5,7,8
310,2,2,19,1,2,,,,,,,2014-May-22 00:00:00 +0000,,,,,,,,,,,,,6,7,4,6,4,8,6
311,2,11,19,1,2,,,,,,,2014-Aug-08 00:00:00 +0000,,,,,,,,,,,,,8,5,7,8,5,4,4
312,2,5,19,1,2,,,,,,,2014-Mar-14 00:00:00 +0000,,,,,,,,,,,,,8,4,9,9,4,9,8
313,2,4,19,1,2,,,,,,,2014-Feb-02 00:00:00 +0000,,,,,,,,,,,,,8,5,7,4,6,5,6
314,2,4,19,1,2,,,,,,,2014-Jul-05 00:00:00 +0000,,,,,,,,,,,,,6,5,7,6,7,4,8
315,2,11,19,1,2,,,,,,,2014-Jul-26 00:00:00 +0000,,,,,,,,,,,,,7,4,4,8,8,7,4
316,2,8,19,1,2,,,,,,,2014-May-20 00:00:00 +0000,,,,,,,,,,,,,6,5,8,8,5,9,7
317,2,8,19,1,2,,,,,,,2014-Mar-04 00:00:00 +0000,,,,,,,,,,,,,6,7,6,4,5,6,7
318,2,14,19,1,2,,,,,,,2014-Jan-30 00:00:00 +0000,,,,,,,,,,,,,4,5,9,6,7,7,9
319,2,8,19,1,2,,,,,,,2014-Feb-09 00:00:00 +0000,,,,,,,,,,,,,4,8,9,8,5,6,5
320,2,13,19,1,2,,,,,,,2014-Jul-13 00:00:00 +0000,,,,,,,,,,,,,8,8,5,8,5,7,5
321,2,16,19,1,2,,,,,,,2014-Jun-09 00:00:00 +0000,,,,,,,,,,,,,8,7,7,9,9,8,4
322,2,4,20,1,2,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,5,4,7,4,7,7,7
323,2,14,20,1,2,,,,,,,2014-Jul-21 00:00:00 +0000,,,,,,,,,,,,,9,4,7,5,9,6,7
324,2,9,20,1,2,,,,,,,2014-Mar-15 00:00:00 +0000,,,,,,,,,,,,,8,8,4,7,8,6,9
325,2,15,20,1,2,,,,,,,2014-Feb-12 00:00:00 +0000,,,,,,,,,,,,,6,6,7,7,7,4,6
326,2,12,20,1,2,,,,,,,2014-Apr-28 00:00:00 +0000,,,,,,,,,,,,,7,5,9,6,8,6,9
327,2,14,20,1,2,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,6,5,6,6,6,7,7
328,2,11,20,1,2,,,,,,,2014-Feb-13 00:00:00 +0000,,,,,,,,,,,,,4,8,9,6,5,4,8
329,2,7,20,1,2,,,,,,,2014-Jun-09 00:00:00 +0000,,,,,,,,,,,,,4,7,4,6,7,5,4
330,2,11,20,1,2,,,,,,,2014-Aug-04 00:00:00 +0000,,,,,,,,,,,,,4,6,4,4,9,4,7
331,2,3,20,1,2,,,,,,,2014-Jan-20 00:00:00 +0000,,,,,,,,,,,,,9,4,4,6,5,5,5
332,2,18,20,1,2,,,,,,,2014-May-15 00:00:00 +0000,,,,,,,,,,,,,8,7,8,8,5,4,4
333,2,14,20,1,2,,,,,,,2014-Jan-09 00:00:00 +0000,,,,,,,,,,,,,7,7,5,8,5,4,6
334,2,10,20,1,2,,,,,,,2014-Aug-25 00:00:00 +0000,,,,,,,,,,,,,8,9,8,4,7,6,7
335,2,9,20,1,2,,,,,,,2014-Jun-05 00:00:00 +0000,,,,,,,,,,,,,4,8,9,6,7,4,9
336,2,9,20,1,2,,,,,,,2014-Feb-12 00:00:00 +0000,,,,,,,,,,,,,5,8,6,4,6,4,6
337,2,20,20,1,2,,,,,,,2014-Feb-23 00:00:00 +0000,,,,,,,,,,,,,8,6,6,5,7,6,7
338,2,10,20,1,2,,,,,,,2014-Jun-10 00:00:00 +0000,,,,,,,,,,,,,5,6,5,8,6,9,5
339,2,2,20,1,2,,,,,,,2014-Apr-28 00:00:00 +0000,,,,,,,,,,,,,7,4,5,6,6,9,6
340,2,15,20,1,2,,,,,,,2014-Mar-18 00:00:00 +0000,,,,,,,,,,,,,5,4,8,4,5,4,7
341,2,10,20,1,2,,,,,,,2014-Jan-19 00:00:00 +0000,,,,,,,,,,,,,7,5,7,8,5,9,4
342,2,10,21,1,2,,,,,,,2014-Mar-15 00:00:00 +0000,,,,,,,,,,,,,8,4,6,4,6,7,7
343,2,18,21,1,2,,,,,,,2014-Jun-15 00:00:00 +0000,,,,,,,,,,,,,6,5,4,9,6,4,8
344,2,14,21,1,2,,,,,,,2014-Jan-07 00:00:00 +0000,,,,,,,,,,,,,5,7,4,6,7,6,5
345,2,8,21,1,2,,,,,,,2014-Aug-08 00:00:00 +0000,,,,,,,,,,,,,8,6,6,7,6,4,4
346,2,12,21,1,2,,,,,,,2014-Apr-16 00:00:00 +0000,,,,,,,,,,,,,7,4,4,4,4,8,4
347,2,15,21,1,2,,,,,,,2014-Apr-19 00:00:00 +0000,,,,,,,,,,,,,8,4,5,8,8,4,6
348,2,3,21,1,2,,,,,,,2014-May-23 00:00:00 +0000,,,,,,,,,,,,,7,9,8,6,6,7,7
349,2,11,21,1,2,,,,,,,2014-May-03 00:00:00 +0000,,,,,,,,,,,,,7,5,5,5,9,4,8
350,2,2,21,1,2,,,,,,,2014-May-25 00:00:00 +0000,,,,,,,,,,,,,6,7,9,8,8,5,7
351,2,12,21,1,2,,,,,,,2014-Jun-24 00:00:00 +0000,,,,,,,,,,,,,8,4,5,4,7,5,7
352,2,7,21,1,2,,,,,,,2014-Mar-09 00:00:00 +0000,,,,,,,,,,,,,6,7,9,7,8,8,4
353,2,17,21,1,2,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,8,4,9,8,7,4,4
354,2,5,21,1,2,,,,,,,2014-Aug-19 00:00:00 +0000,,,,,,,,,,,,,5,5,8,8,7,7,6
355,2,15,21,1,2,,,,,,,2014-Jun-20 00:00:00 +0000,,,,,,,,,,,,,4,6,5,6,6,6,8
356,2,13,21,1,2,,,,,,,2014-Aug-28 00:00:00 +0000,,,,,,,,,,,,,4,6,5,4,6,8,6
357,2,10,21,1,2,,,,,,,2014-Apr-19 00:00:00 +0000,,,,,,,,,,,,,5,7,6,5,6,5,4
358,2,16,21,1,2,,,,,,,2014-Mar-16 00:00:00 +0000,,,,,,,,,,,,,6,6,9,4,7,5,8
359,2,5,21,1,2,,,,,,,2014-Jun-08 00:00:00 +0000,,,,,,,,,,,,,5,8,8,9,5,4,4
360,2,14,21,1,2,,,,,,,2014-Jun-12 00:00:00 +0000,,,,,,,,,,,,,5,6,9,8,4,8,9
361,2,17,21,1,2,,,,,,,2014-Jan-07 00:00:00 +0000,,,,,,,,,,,,,8,6,7,5,6,5,6
362,2,8,22,1,2,,,,,,,2014-Jan-08 00:00:00 +0000,,,,,,,,,,,,,6,4,8,7,8,5,4
363,2,9,22,1,2,,,,,,,2014-Mar-22 00:00:00 +0000,,,,,,,,,,,,,9,8,9,7,5,4,6
364,2,15,22,1,2,,,,,,,2014-Apr-07 00:00:00 +0000,,,,,,,,,,,,,5,4,7,9,9,4,8
365,2,10,22,1,2,,,,,,,2014-Feb-13 00:00:00 +0000,,,,,,,,,,,,,7,7,9,7,7,6,9
366,2,19,22,1,2,,,,,,,2014-Jul-29 00:00:00 +0000,,,,,,,,,,,,,7,9,5,8,8,9,5
367,2,3,22,1,2,,,,,,,2014-Jan-30 00:00:00 +0000,,,,,,,,,,,,,5,9,5,5,6,9,4
368,2,2,22,1,2,,,,,,,2014-Apr-05 00:00:00 +0000,,,,,,,,,,,,,7,4,4,8,5,7,6
369,2,13,22,1,2,,,,,,,2014-Jun-01 00:00:00 +0000,,,,,,,,,,,,,6,9,6,8,5,9,4
370,2,7,22,1,2,,,,,,,2014-Jan-19 00:00:00 +0000,,,,,,,,,,,,,4,6,6,9,5,8,6
371,2,9,22,1,2,,,,,,,2014-Jul-25 00:00:00 +0000,,,,,,,,,,,,,4,4,7,9,6,7,6
372,2,19,22,1,2,,,,,,,2014-Jun-28 00:00:00 +0000,,,,,,,,,,,,,6,9,6,8,8,7,9
373,2,6,22,1,2,,,,,,,2014-May-12 00:00:00 +0000,,,,,,,,,,,,,4,4,7,7,7,9,8
374,2,12,22,1,2,,,,,,,2014-Jun-01 00:00:00 +0000,,,,,,,,,,,,,5,7,5,9,7,5,5
375,2,13,22,1,2,,,,,,,2014-May-01 00:00:00 +0000,,,,,,,,,,,,,4,9,6,6,8,4,7
376,2,12,22,1,2,,,,,,,2014-May-02 00:00:00 +0000,,,,,,,,,,,,,6,4,7,6,7,7,9
377,2,9,22,1,2,,,,,,,2014-Jun-27 00:00:00 +0000,,,,,,,,,,,,,8,7,9,4,9,7,8
378,2,18,22,1,2,,,,,,,2014-Jul-30 00:00:00 +0000,,,,,,,,,,,,,6,4,9,7,4,7,4
379,2,11,22,1,2,,,,,,,2014-Jan-24 00:00:00 +0000,,,,,,,,,,,,,5,5,7,7,6,5,7
380,2,2,22,1,2,,,,,,,2014-Jul-31 00:00:00 +0000,,,,,,,,,,,,,7,6,7,7,5,8,7
381,2,2,22,1,2,,,,,,,2014-May-30 00:00:00 +0000,,,,,,,,,,,,,8,4,8,4,5,8,8
382,2,19,23,1,2,,,,,,,2014-Jan-07 00:00:00 +0000,,,,,,,,,,,,,6,4,6,7,7,4,7
383,2,11,23,1,2,,,,,,,2014-Jun-08 00:00:00 +0000,,,,,,,,,,,,,4,6,4,7,5,7,6
384,2,3,23,1,2,,,,,,,2014-Jan-20 00:00:00 +0000,,,,,,,,,,,,,4,7,4,7,6,4,4
385,2,3,23,1,2,,,,,,,2014-Jan-22 00:00:00 +0000,,,,,,,,,,,,,9,7,4,6,8,5,6
386,2,9,23,1,2,,,,,,,2014-Jun-09 00:00:00 +0000,,,,,,,,,,,,,5,7,6,4,8,4,5
387,2,10,23,1,2,,,,,,,2014-Feb-26 00:00:00 +0000,,,,,,,,,,,,,4,8,8,6,7,4,5
388,2,5,23,1,2,,,,,,,2014-Jan-10 00:00:00 +0000,,,,,,,,,,,,,7,5,5,5,9,7,8
389,2,3,23,1,2,,,,,,,2014-Feb-06 00:00:00 +0000,,,,,,,,,,,,,6,6,4,7,9,9,4
390,2,12,23,1,2,,,,,,,2014-Jul-12 00:00:00 +0000,,,,,,,,,,,,,9,7,4,9,6,6,8
391,2,17,23,1,2,,,,,,,2014-Mar-15 00:00:00 +0000,,,,,,,,,,,,,5,7,9,4,5,8,9
392,2,16,23,1,2,,,,,,,2014-Jan-15 00:00:00 +0000,,,,,,,,,,,,,6,7,7,5,5,8,4
393,2,9,23,1,2,,,,,,,2014-Feb-06 00:00:00 +0000,,,,,,,,,,,,,6,9,7,5,8,8,6
394,2,19,23,1,2,,,,,,,2014-Jun-19 00:00:00 +0000,,,,,,,,,,,,,6,9,9,7,6,6,9
395,2,6,23,1,2,,,,,,,2014-Aug-25 00:00:00 +0000,,,,,,,,,,,,,4,4,5,6,7,6,7
396,2,2,23,1,2,,,,,,,2014-Feb-14 00:00:00 +0000,,,,,,,,,,,,,5,4,6,5,4,9,8
397,2,3,23,1,2,,,,,,,2014-Feb-15 00:00:00 +0000,,,,,,,,,,,,,9,7,4,9,7,7,7
398,2,16,23,1,2,,,,,,,2014-Aug-20 00:00:00 +0000,,,,,,,,,,,,,7,8,4,6,7,8,8
399,2,9,23,1,2,,,,,,,2014-Aug-26 00:00:00 +0000,,,,,,,,,,,,,4,5,6,7,9,4,4
400,2,7,23,1,2,,,,,,,2014-Jul-27 00:00:00 +0000,,,,,,,,,,,,,4,6,8,7,6,7,4
401,2,8,23,1,2,,,,,,,2014-Mar-09 00:00:00 +0000,,,,,,,,,,,,,4,7,4,7,4,6,6
402,2,3,24,1,3,,,,,,,2014-Apr-05 00:00:00 +0000,,,,,,,,,,,,,5,7,4,4,6,6,8
403,2,2,24,1,3,,,,,,,2014-Aug-25 00:00:00 +0000,,,,,,,,,,,,,6,6,5,5,8,6,5
404,2,6,24,1,3,,,,,,,2014-Aug-11 00:00:00 +0000,,,,,,,,,,,,,7,4,8,7,8,6,4
405,2,16,24,1,3,,,,,,,2014-May-23 00:00:00 +0000,,,,,,,,,,,,,9,7,7,4,6,4,7
406,2,12,24,1,3,,,,,,,2014-Jun-09 00:00:00 +0000,,,,,,,,,,,,,8,6,6,7,4,4,8
407,2,17,24,1,3,,,,,,,2014-Feb-09 00:00:00 +0000,,,,,,,,,,,,,9,4,4,4,6,5,5
408,2,10,24,1,3,,,,,,,2014-Mar-22 00:00:00 +0000,,,,,,,,,,,,,4,4,5,6,5,8,6
409,2,12,24,1,3,,,,,,,2014-Jun-05 00:00:00 +0000,,,,,,,,,,,,,7,4,9,6,7,7,5
410,2,17,24,1,3,,,,,,,2014-Apr-01 00:00:00 +0000,,,,,,,,,,,,,5,8,5,4,8,4,4
411,2,15,24,1,3,,,,,,,2014-May-28 00:00:00 +0000,,,,,,,,,,,,,6,4,9,8,8,9,7
412,2,8,24,1,3,,,,,,,2014-Jan-05 00:00:00 +0000,,,,,,,,,,,,,4,5,8,5,7,6,7
413,2,7,24,1,3,,,,,,,2014-Jan-05 00:00:00 +0000,,,,,,,,,,,,,7,7,8,8,7,8,8
414,2,8,24,1,3,,,,,,,2014-Feb-18 00:00:00 +0000,,,,,,,,,,,,,5,4,4,6,5,6,8
415,2,2,24,1,3,,,,,,,2014-Jun-25 00:00:00 +0000,,,,,,,,,,,,,5,4,8,4,5,7,5
416,2,18,24,1,3,,,,,,,2014-Jun-24 00:00:00 +0000,,,,,,,,,,,,,9,9,9,5,4,8,9
417,2,16,24,1,3,,,,,,,2014-Jan-21 00:00:00 +0000,,,,,,,,,,,,,7,6,5,8,6,4,4
418,2,5,24,1,3,,,,,,,2014-Jan-17 00:00:00 +0000,,,,,,,,,,,,,8,4,6,4,5,8,4
419,2,19,24,1,3,,,,,,,2014-Mar-15 00:00:00 +0000,,,,,,,,,,,,,4,7,6,8,6,7,8
420,2,4,24,1,3,,,,,,,2014-May-21 00:00:00 +0000,,,,,,,,,,,,,5,5,9,4,4,7,8
421,2,2,24,1,3,,,,,,,2014-Feb-04 00:00:00 +0000,,,,,,,,,,,,,5,5,4,4,4,4,9
422,2,15,25,1,3,,,,,,,2014-Jun-23 00:00:00 +0000,,,,,,,,,,,,,5,5,7,4,5,8,7
423,2,13,25,1,3,,,,,,,2014-Jan-05 00:00:00 +0000,,,,,,,,,,,,,8,6,4,6,6,4,4
424,2,13,25,1,3,,,,,,,2014-Jun-25 00:00:00 +0000,,,,,,,,,,,,,8,9,4,4,6,9,5
425,2,16,25,1,3,,,,,,,2014-Jun-20 00:00:00 +0000,,,,,,,,,,,,,4,5,6,8,5,7,7
426,2,6,25,1,3,,,,,,,2014-Apr-04 00:00:00 +0000,,,,,,,,,,,,,8,4,4,8,8,8,7
427,2,10,25,1,3,,,,,,,2014-Jul-12 00:00:00 +0000,,,,,,,,,,,,,7,5,9,7,7,7,4
428,2,5,25,1,3,,,,,,,2014-Jan-25 00:00:00 +0000,,,,,,,,,,,,,7,4,7,4,6,5,7
429,2,13,25,1,3,,,,,,,2014-Mar-21 00:00:00 +0000,,,,,,,,,,,,,6,9,4,5,5,4,4
430,2,15,25,1,3,,,,,,,2014-Jul-10 00:00:00 +0000,,,,,,,,,,,,,4,5,8,4,5,4,6
431,2,14,25,1,3,,,,,,,2014-Jul-15 00:00:00 +0000,,,,,,,,,,,,,8,6,6,4,6,6,8
432,2,13,25,1,3,,,,,,,2014-Jan-19 00:00:00 +0000,,,,,,,,,,,,,5,5,4,9,6,5,5
433,2,12,25,1,3,,,,,,,2014-Jan-19 00:00:00 +0000,,,,,,,,,,,,,7,8,5,4,8,5,5
434,2,16,25,1,3,,,,,,,2014-Feb-17 00:00:00 +0000,,,,,,,,,,,,,5,7,7,7,6,9,4
435,2,20,25,1,3,,,,,,,2014-Jul-06 00:00:00 +0000,,,,,,,,,,,,,8,8,9,6,6,4,5
